dataset,query_id,family,parameter,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5
BAY,0023,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1186802,1302441,2415,2693,541
BAY,0023,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1223432,1286695,2497,2867,577
BAY,0023,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1197172,1431500,2241,2521,507
BAY,0023,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1197172,1431500,2241,2521,507
BAY,0023,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1197172,1431500,2241,2521,507
BAY,0024,time_share,0.0,0.25,0.0,0.25,0.25,0.25,641611,842006,1778,1923,339
BAY,0024,time_share,0.1,0.225,0.1,0.225,0.225,0.225,641611,842006,1778,1923,339
BAY,0024,time_share,0.2,0.2,0.2,0.2,0.2,0.2,641611,842006,1778,1923,339
BAY,0024,time_share,0.3,0.175,0.3,0.175,0.175,0.175,641611,842006,1778,1923,339
BAY,0024,time_share,0.4,0.15,0.4,0.15,0.15,0.15,641611,842006,1778,1923,339
BAY,0024,time_share,0.5,0.125,0.5,0.125,0.125,0.125,644241,737452,1946,1993,360
BAY,0024,time_share,0.6,0.1,0.6,0.1,0.1,0.1,644241,737452,1946,1993,360
BAY,0024,time_share,0.7,0.075,0.7,0.075,0.075,0.075,644241,737452,1946,1993,360
BAY,0024,time_share,0.8,0.05,0.8,0.05,0.05,0.05,669277,698712,2066,2117,385
BAY,0024,time_share,0.9,0.025,0.9,0.025,0.025,0.025,669277,698712,2066,2117,385
BAY,0024,time_share,1.0,0.0,1.0,0.0,0.0,0.0,664765,697522,2272,2167,390
BAY,0024,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,641538,841409,1954,1831,328
BAY,0024,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,641538,841409,1954,1831,328
BAY,0024,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,641538,841409,1954,1831,328
BAY,0024,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,641611,842006,1778,1923,339
BAY,0024,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,641611,842006,1778,1923,339
BAY,0024,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,641611,842006,1778,1923,339
BAY,0024,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,641611,842006,1778,1923,339
BAY,0024,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,641611,842006,1778,1923,339
BAY,0024,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,641611,842006,1778,1923,339
BAY,0024,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,641611,842006,1778,1923,339
BAY,0024,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,641611,842006,1778,1923,339
BAY,0025,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1231462,2510224,1698,1939,360
BAY,0025,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1231462,2510224,1698,1939,360
BAY,0025,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1132373,1752894,1644,2365,446
BAY,0025,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1132373,1752894,1644,2365,446
BAY,0025,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1142355,1642847,1720,2409,454
BAY,0025,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1142355,1642847,1720,2409,454
BAY,0025,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1142355,1642847,1720,2409,454
BAY,0025,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1142355,1642847,1720,2409,454
BAY,0025,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1144064,1637240,1746,2419,456
BAY,0025,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1382519,1481872,2408,3025,569
BAY,0025,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1382448,1481793,2430,3031,570
BAY,0025,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1137254,1671118,1700,2403,452
BAY,0025,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1137254,1671118,1700,2403,452
BAY,0025,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1132373,1752894,1644,2365,446
BAY,0025,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1132373,1752894,1644,2365,446
BAY,0025,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1199095,2189438,1318,2217,418
BAY,0025,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1199095,2189438,1318,2217,418
BAY,0025,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1199095,2189438,1318,2217,418
BAY,0025,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1199095,2189438,1318,2217,418
BAY,0025,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1199095,2189438,1318,2217,418
BAY,0025,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1199095,2189438,1318,2217,418
BAY,0025,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1199095,2189438,1318,2217,418
BAY,0026,time_share,0.0,0.25,0.0,0.25,0.25,0.25,565533,915321,364,854,155
BAY,0026,time_share,0.1,0.225,0.1,0.225,0.225,0.225,565533,915321,364,854,155
BAY,0026,time_share,0.2,0.2,0.2,0.2,0.2,0.2,565533,915321,364,854,155
BAY,0026,time_share,0.3,0.175,0.3,0.175,0.175,0.175,565533,915321,364,854,155
BAY,0026,time_share,0.4,0.15,0.4,0.15,0.15,0.15,565533,915321,364,854,155
BAY,0026,time_share,0.5,0.125,0.5,0.125,0.125,0.125,565533,915321,364,854,155
BAY,0026,time_share,0.6,0.1,0.6,0.1,0.1,0.1,490782,567720,596,1162,215
BAY,0026,time_share,0.7,0.075,0.7,0.075,0.075,0.075,490782,567720,596,1162,215
BAY,0026,time_share,0.8,0.05,0.8,0.05,0.05,0.05,490782,567720,596,1162,215
BAY,0026,time_share,0.9,0.025,0.9,0.025,0.025,0.025,490782,567720,596,1162,215
BAY,0026,time_share,1.0,0.0,1.0,0.0,0.0,0.0,490782,567719,596,1168,216
BAY,0026,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,565934,916484,392,834,153
BAY,0026,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,565934,916484,392,834,153
BAY,0026,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,565533,915321,364,854,155
BAY,0026,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,565533,915321,364,854,155
BAY,0026,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,565533,915321,364,854,155
BAY,0026,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,565533,915321,364,854,155
BAY,0026,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,565533,915321,364,854,155
BAY,0026,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,820364,1934210,238,842,136
BAY,0026,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,820364,1934210,238,842,136
BAY,0026,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,820364,1934210,238,842,136
BAY,0026,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,820364,1934210,238,842,136
BAY,0027,time_share,0.0,0.25,0.0,0.25,0.25,0.25,361897,873046,2078,472,100
BAY,0027,time_share,0.1,0.225,0.1,0.225,0.225,0.225,410656,691362,384,622,118
BAY,0027,time_share,0.2,0.2,0.2,0.2,0.2,0.2,410656,691362,384,622,118
BAY,0027,time_share,0.3,0.175,0.3,0.175,0.175,0.175,410656,691362,384,622,118
BAY,0027,time_share,0.4,0.15,0.4,0.15,0.15,0.15,410656,691362,384,622,118
BAY,0027,time_share,0.5,0.125,0.5,0.125,0.125,0.125,410656,691362,384,622,118
BAY,0027,time_share,0.6,0.1,0.6,0.1,0.1,0.1,410656,691362,384,622,118
BAY,0027,time_share,0.7,0.075,0.7,0.075,0.075,0.075,321163,664484,1360,866,150
BAY,0027,time_share,0.8,0.05,0.8,0.05,0.05,0.05,321163,664484,1360,866,150
BAY,0027,time_share,0.9,0.025,0.9,0.025,0.025,0.025,321163,664484,1360,866,150
BAY,0027,time_share,1.0,0.0,1.0,0.0,0.0,0.0,321548,664398,1360,872,151
BAY,0027,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,319506,704952,1632,742,128
BAY,0027,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,319506,704952,1632,742,128
BAY,0027,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,410656,691362,384,622,118
BAY,0027,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,410656,691362,384,622,118
BAY,0027,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,410656,691362,384,622,118
BAY,0027,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,410656,691362,384,622,118
BAY,0027,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,410656,691362,384,622,118
BAY,0027,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,410656,691362,384,622,118
BAY,0027,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,410656,691362,384,622,118
BAY,0027,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,415423,726353,368,616,114
BAY,0027,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,415423,726353,368,616,114
BAY,0028,time_share,0.0,0.25,0.0,0.25,0.25,0.25,147032,355217,149,498,83
BAY,0028,time_share,0.1,0.225,0.1,0.225,0.225,0.225,147032,355217,149,498,83
BAY,0028,time_share,0.2,0.2,0.2,0.2,0.2,0.2,147032,355217,149,498,83
BAY,0028,time_share,0.3,0.175,0.3,0.175,0.175,0.175,143144,266591,131,574,102
BAY,0028,time_share,0.4,0.15,0.4,0.15,0.15,0.15,143144,266591,131,574,102
BAY,0028,time_share,0.5,0.125,0.5,0.125,0.125,0.125,143144,266591,131,574,102
BAY,0028,time_share,0.6,0.1,0.6,0.1,0.1,0.1,143144,266591,131,574,102
BAY,0028,time_share,0.7,0.075,0.7,0.075,0.075,0.075,138795,256369,165,638,111
BAY,0028,time_share,0.8,0.05,0.8,0.05,0.05,0.05,158839,240301,155,664,125
BAY,0028,time_share,0.9,0.025,0.9,0.025,0.025,0.025,165200,233820,169,732,136
BAY,0028,time_share,1.0,0.0,1.0,0.0,0.0,0.0,165200,233820,169,732,136
BAY,0028,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,143144,266591,131,574,102
BAY,0028,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,143144,266591,131,574,102
BAY,0028,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,143144,266591,131,574,102
BAY,0028,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,147032,355217,149,498,83
BAY,0028,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,147032,355217,149,498,83
BAY,0028,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,147211,355668,143,494,84
BAY,0028,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,147211,355668,143,494,84
BAY,0028,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,147211,355668,143,494,84
BAY,0028,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,147211,355668,143,494,84
BAY,0028,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,147211,355668,143,494,84
BAY,0028,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,147211,355668,143,494,84
BAY,0029,time_share,0.0,0.25,0.0,0.25,0.25,0.25,538608,1218275,198,591,109
BAY,0029,time_share,0.1,0.225,0.1,0.225,0.225,0.225,538608,1218275,198,591,109
BAY,0029,time_share,0.2,0.2,0.2,0.2,0.2,0.2,538608,1218275,198,591,109
BAY,0029,time_share,0.3,0.175,0.3,0.175,0.175,0.175,538608,1218275,198,591,109
BAY,0029,time_share,0.4,0.15,0.4,0.15,0.15,0.15,528658,963485,218,689,128
BAY,0029,time_share,0.5,0.125,0.5,0.125,0.125,0.125,528658,963485,218,689,128
BAY,0029,time_share,0.6,0.1,0.6,0.1,0.1,0.1,528658,963485,218,689,128
BAY,0029,time_share,0.7,0.075,0.7,0.075,0.075,0.075,528658,963485,218,689,128
BAY,0029,time_share,0.8,0.05,0.8,0.05,0.05,0.05,528658,963485,218,689,128
BAY,0029,time_share,0.9,0.025,0.9,0.025,0.025,0.025,541374,940300,284,753,142
BAY,0029,time_share,1.0,0.0,1.0,0.0,0.0,0.0,541320,940162,288,757,142
BAY,0029,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,510514,1018662,222,691,126
BAY,0029,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,510568,1018800,218,687,126
BAY,0029,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,538608,1218275,198,591,109
BAY,0029,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,538608,1218275,198,591,109
BAY,0029,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,538608,1218275,198,591,109
BAY,0029,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,538608,1218275,198,591,109
BAY,0029,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,538608,1218275,198,591,109
BAY,0029,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,538608,1218275,198,591,109
BAY,0029,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,538608,1218275,198,591,109
BAY,0029,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,565709,1281600,184,619,115
BAY,0029,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,565709,1281600,184,619,115
BAY,0030,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1222701,2686670,623,1306,230
BAY,0030,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1110582,2003854,593,1452,265
BAY,0030,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1110582,2003854,593,1452,265
BAY,0030,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1060301,1982654,621,1504,274
BAY,0030,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1092908,1907823,617,1498,279
BAY,0030,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1092908,1907823,617,1498,279
BAY,0030,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1092908,1907823,617,1498,279
BAY,0030,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1092908,1907823,617,1498,279
BAY,0030,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1265135,1644410,865,1852,356
BAY,0030,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1376577,1488274,1487,2276,457
BAY,0030,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1376473,1488170,1497,2276,457
BAY,0030,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1060301,1982654,621,1504,274
BAY,0030,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1060301,1982654,621,1504,274
BAY,0030,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1060301,1982654,621,1504,274
BAY,0030,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1110582,2003854,593,1452,265
BAY,0030,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1110582,2003854,593,1452,265
BAY,0030,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1110582,2003854,593,1452,265
BAY,0030,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1110582,2003854,593,1452,265
BAY,0030,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1110582,2003854,593,1452,265
BAY,0030,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1251277,2601758,619,1298,234
BAY,0030,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1251277,2601758,619,1298,234
BAY,0030,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1251277,2601758,619,1298,234
COL,0001,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3577122,6077062,2756,2521,462
COL,0001,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3577122,6077062,2756,2521,462
COL,0001,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3577122,6077062,2756,2521,462
COL,0001,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3577122,6077062,2756,2521,462
COL,0001,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3577122,6077062,2756,2521,462
COL,0001,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3486904,4912997,3096,3243,577
COL,0001,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3486904,4912997,3096,3243,577
COL,0001,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2984109,3529045,3786,4735,908
COL,0001,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2982492,3514280,3840,4727,909
COL,0001,time_share,0.9,0.025,0.9,0.025,0.025,0.025,2982492,3514280,3840,4727,909
COL,0001,time_share,1.0,0.0,1.0,0.0,0.0,0.0,2982992,3512563,3850,4725,911
COL,0001,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3577122,6077062,2756,2521,462
COL,0001,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,3642337,6510255,2518,2817,523
COL,0001,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,3642337,6510255,2518,2817,523
COL,0001,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,3642337,6510255,2518,2817,523
COL,0001,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,3642337,6510255,2518,2817,523
COL,0002,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3856990,6652609,9141,3935,725
COL,0002,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3856990,6652609,9141,3935,725
COL,0002,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3856990,6652609,9141,3935,725
COL,0002,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3856990,6652609,9141,3935,725
COL,0002,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3757698,5228978,8483,4851,905
COL,0002,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3757698,5228978,8483,4851,905
COL,0002,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3757698,5228978,8483,4851,905
COL,0002,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3757698,5228978,8483,4851,905
COL,0002,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3758120,5220178,8493,4875,910
COL,0002,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3758120,5220178,8493,4875,910
COL,0002,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3773644,5217212,8547,4901,912
COL,0002,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3856990,6652609,9141,3935,725
COL,0002,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,5828880,11747126,6921,4133,738
COL,0002,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,5828880,11747126,6921,4133,738
COL,0002,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,5828880,11747126,6921,4133,738
COL,0002,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,6152834,14326204,7749,3415,624
COL,0003,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2588661,5337524,9401,2756,534
COL,0003,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2665480,4495455,7233,3152,600
COL,0003,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2665480,4495455,7233,3152,600
COL,0003,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2665480,4495455,7233,3152,600
COL,0003,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2745654,3852188,7025,3538,671
COL,0003,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2745654,3852188,7025,3538,671
COL,0003,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2745654,3852188,7025,3538,671
COL,0003,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3045697,3446391,8753,3588,715
COL,0003,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3046376,3437448,8761,3612,719
COL,0003,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3079695,3344007,8981,3982,796
COL,0003,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3079695,3344007,8981,3982,796
COL,0003,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2588661,5337524,9401,2756,534
COL,0003,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2665480,4495455,7233,3152,600
COL,0003,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2665480,4495455,7233,3152,600
COL,0003,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2677806,4848307,6655,3442,651
COL,0004,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1068504,1501741,2678,1630,316
COL,0004,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1068504,1501741,2678,1630,316
COL,0004,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1068504,1501741,2678,1630,316
COL,0004,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1068504,1501741,2678,1630,316
COL,0004,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1080267,1363306,2736,1754,340
COL,0004,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1080267,1363306,2736,1754,340
COL,0004,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1080267,1363306,2736,1754,340
COL,0004,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1106979,1322005,2830,1768,345
COL,0004,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1119524,1240244,3080,2144,416
COL,0004,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1124236,1236144,3100,2154,421
COL,0004,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1124236,1236144,3100,2154,421
COL,0004,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1077161,1379013,2762,1742,338
COL,0004,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1068504,1501741,2678,1630,316
COL,0004,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1068504,1501741,2678,1630,316
COL,0004,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1068504,1501741,2678,1630,316
COL,0004,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1068504,1501741,2678,1630,316
COL,0004,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1068504,1501741,2678,1630,316
COL,0004,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1122749,1674080,2408,1770,343
COL,0004,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1122749,1674080,2408,1770,343
COL,0004,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1122749,1674080,2408,1770,343
COL,0004,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1122749,1674080,2408,1770,343
COL,0004,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1122749,1674080,2408,1770,343
COL,0005,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2195625,4346832,9025,2389,455
COL,0005,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2195625,4346832,9025,2389,455
COL,0005,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2195625,4346832,9025,2389,455
COL,0005,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2203581,4026376,8797,2607,488
COL,0005,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2203581,4026376,8797,2607,488
COL,0005,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2336329,3529972,8677,3003,572
